192,concept:athletewinsawardtrophytournament
193,¬concept:athletewinsawardtrophytournament
194,concept:beveragemadefrombeverage
195,¬concept:beveragemadefrombeverage
196,concept:persondiedatage
197,¬concept:persondiedatage
198,concept:plantincludeplant
199,¬concept:plantincludeplant
200,concept:weaponmadeincountry
201,¬concept:weaponmadeincountry
202,concept:persongraduatedfromuniversity
203,¬concept:persongraduatedfromuniversity
204,concept:televisionstationincity
205,¬concept:televisionstationincity
206,concept:parentofperson
207,¬concept:parentofperson
208,concept:personbelongstoorganization
209,¬concept:personbelongstoorganization
210,concept:athleteplayssportsteamposition
211,¬concept:athleteplayssportsteamposition
212,concept:agriculturalproductcamefromcountry
213,¬concept:agriculturalproductcamefromcountry
214,concept:personhascitizenship
215,¬concept:personhascitizenship
216,concept:attractionofcity
217,¬concept:attractionofcity
218,concept:arterycalledartery
219,¬concept:arterycalledartery
220,concept:hotelincity
221,¬concept:hotelincity
222,concept:hashusband
223,¬concept:hashusband
224,concept:headquarteredin
225,¬concept:headquarteredin
226,concept:sportusesequipment
227,¬concept:sportusesequipment
228,concept:drugpossiblytreatsphysiologicalcondition
229,¬concept:drugpossiblytreatsphysiologicalcondition
230,concept:cityliesonriver
231,¬concept:cityliesonriver
232,concept:producesproduct
233,¬concept:producesproduct
234,concept:sportfansincountry
235,¬concept:sportfansincountry
236,concept:agriculturalproductcomingfromvertebrate
237,¬concept:agriculturalproductcomingfromvertebrate
238,concept:arthropodcalledarthropod
239,¬concept:arthropodcalledarthropod
240,concept:athleteinjuredhisbodypart
241,¬concept:athleteinjuredhisbodypart
242,concept:teamwontrophy
243,¬concept:teamwontrophy
244,concept:personborninlocation
245,¬concept:personborninlocation
246,concept:persondiedincountry
247,¬concept:persondiedincountry
248,concept:radiostationincity
249,¬concept:radiostationincity
250,concept:hasspouse
251,¬concept:hasspouse
252,concept:animalsuchasfish
253,¬concept:animalsuchasfish
254,concept:teamplaysincity
255,¬concept:teamplaysincity
256,concept:televisionstationaffiliatedwith
257,¬concept:televisionstationaffiliatedwith
258,concept:agriculturalproductgrowinginstateorprovince
259,¬concept:agriculturalproductgrowinginstateorprovince
260,concept:hasofficeincountry
261,¬concept:hasofficeincountry
262,concept:buildinglocatedincity
263,¬concept:buildinglocatedincity
264,concept:buildingfeaturemadefrombuildingmaterial
265,¬concept:buildingfeaturemadefrombuildingmaterial
266,concept:personalsoknownas
267,¬concept:personalsoknownas
268,concept:citylocatedinstate
269,¬concept:citylocatedinstate
270,concept:organizationheadquarteredincountry
271,¬concept:organizationheadquarteredincountry
272,concept:agriculturalproducttoattractinsect
273,¬concept:agriculturalproducttoattractinsect
274,concept:transportationincity
275,¬concept:transportationincity
276,concept:actorstarredinmovie
277,¬concept:actorstarredinmovie
278,concept:automakerproducesmodel
279,¬concept:automakerproducesmodel
280,concept:statehascapital
281,¬concept:statehascapital
282,concept:topmemberoforganization
283,¬concept:topmemberoforganization
284,concept:personbornincity
285,¬concept:personbornincity
286,concept:haswife
287,¬concept:haswife
288,concept:emotionassociatedwithdisease
289,¬concept:emotionassociatedwithdisease
290,concept:plantgrowinginplant
291,¬concept:plantgrowinginplant
292,concept:teamhomestadium
293,¬concept:teamhomestadium
294,concept:bankbankincountry
295,¬concept:bankbankincountry
296,concept:politicianusmemberofpoliticalgroup
297,¬concept:politicianusmemberofpoliticalgroup
298,concept:agriculturalproductcutintogeometricshape
299,¬concept:agriculturalproductcutintogeometricshape
300,concept:arthropodandotherarthropod
301,¬concept:arthropodandotherarthropod
302,concept:organizationacronymhasname
303,¬concept:organizationacronymhasname
304,concept:directordirectedmovie
305,¬concept:directordirectedmovie
306,concept:conceptprerequisiteof
307,¬concept:conceptprerequisiteof
308,concept:invertebratefeedonfood
309,¬concept:invertebratefeedonfood
310,concept:motherofperson
311,¬concept:motherofperson
312,concept:stadiumlocatedincity
313,¬concept:stadiumlocatedincity
314,concept:thinghascolor
315,¬concept:thinghascolor
316,concept:leaguestadiums
317,¬concept:leaguestadiums
318,concept:languageofcountry
319,¬concept:languageofcountry
320,concept:agentbelongstoorganization
321,¬concept:agentbelongstoorganization
322,concept:languageofuniversity
323,¬concept:languageofuniversity
324,concept:personleadsgeopoliticalorganization
325,¬concept:personleadsgeopoliticalorganization
326,concept:specializationof
327,¬concept:specializationof
328,concept:awardtrophytournamentisthechampionshipgameofthenationalsport
329,¬concept:awardtrophytournamentisthechampionshipgameofthenationalsport
330,concept:automobilemakerdealersincountry
331,¬concept:automobilemakerdealersincountry
332,concept:beveragecontainsprotein
333,¬concept:beveragecontainsprotein
334,concept:fatherofperson
335,¬concept:fatherofperson
336,concept:bankboughtbank
337,¬concept:bankboughtbank
338,concept:coachesteam
339,¬concept:coachesteam
340,concept:citylocatedingeopoliticallocation
341,¬concept:citylocatedingeopoliticallocation
342,concept:newspaperincity
343,¬concept:newspaperincity
344,concept:animaleatvegetable
345,¬concept:animaleatvegetable
346,concept:objectpartofobject
347,¬concept:objectpartofobject
348,concept:animalsuchasinsect
349,¬concept:animalsuchasinsect
350,concept:statelocatedincountry
351,¬concept:statelocatedincountry
352,concept:parkincity
353,¬concept:parkincity
354,concept:sportsgamesport
355,¬concept:sportsgamesport
356,concept:organizationheadquarteredincity
357,¬concept:organizationheadquarteredincity
358,concept:agriculturalproductgrowninlandscapefeatures
359,¬concept:agriculturalproductgrowninlandscapefeatures
360,concept:organizationdissolvedatdate
361,¬concept:organizationdissolvedatdate
362,concept:mountaininstate
363,¬concept:mountaininstate
364,concept:hassibling
365,¬concept:hassibling
366,concept:lakeinstate
367,¬concept:lakeinstate
368,concept:sportusesstadium
369,¬concept:sportusesstadium
370,concept:politicianusholdsoffice
371,¬concept:politicianusholdsoffice
372,concept:ismultipleof
373,¬concept:ismultipleof
374,concept:companyalsoknownas
375,¬concept:companyalsoknownas
376,concept:musicgenressuchasmusicgenres
377,¬concept:musicgenressuchasmusicgenres
378,concept:sporthassportsteamposition
379,¬concept:sporthassportsteamposition
380,concept:museumincity
381,¬concept:museumincity
382,concept:countrycurrency
383,¬concept:countrycurrency
384,concept:academicfieldconcernssubject
385,¬concept:academicfieldconcernssubject
386,concept:animalsuchasinvertebrate
387,¬concept:animalsuchasinvertebrate
388,concept:cityalsoknownas
389,¬concept:cityalsoknownas
390,concept:agriculturalproductcontainchemical
391,¬concept:agriculturalproductcontainchemical
392,concept:thinghasshape
393,¬concept:thinghasshape
394,concept:hobbiessuchashobbies
395,¬concept:hobbiessuchashobbies
396,concept:plantrepresentemotion
397,¬concept:plantrepresentemotion
398,concept:automobilemakercardealersinstateorprovince
399,¬concept:automobilemakercardealersinstateorprovince
